run_type,task,cell_line,holdout_number,DenseRectangularMetaLayer_0_dropout_rate,DenseRectangularMetaLayer_0_layers,DenseRectangularMetaLayer_0_units,DenseRectangularMetaLayer_1_dropout_rate,DenseRectangularMetaLayer_1_layers,DenseRectangularMetaLayer_1_units,DenseRectangularMetaLayer_2_dropout_rate,DenseRectangularMetaLayer_2_layers,DenseRectangularMetaLayer_2_units,DenseRectangularMetaLayer_3_dropout_rate,DenseRectangularMetaLayer_3_layers,DenseRectangularMetaLayer_3_units,loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc
subtrain,inactive_enhancers_vs_inactive_promoters,MCF-7,6,0.2565046503671972,0,199,0.14861867695411712,3,113,0.17446447465725035,0,28,0.22134386124392694,1,256,0.47501043680605004,0.7809292674064636,0.8190144896507263,0.8159139752388,0.8699886202812195,0.9166231751441956,0.8174613118171692,0.7715351581573486,0.7240557670593262,0.1809854954481125,0.27594420313835144,0.5435858964920044
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,6,0.2565046503671972,0,199,0.14861867695411712,3,113,0.17446447465725035,0,28,0.22134386124392694,1,256,0.478022446344187,0.7796719074249268,0.8145253658294678,0.8170442581176758,0.8678130507469177,0.9154699444770812,0.8157828450202942,0.7710742354393005,0.7276231050491333,0.18547461926937106,0.2723768651485443,0.5417405366897583
train,inactive_enhancers_vs_inactive_promoters,MCF-7,7,0.1263043248771188,0,28,0.27572869910996506,1,142,0.2366649294348185,0,0,0.02771528539755019,2,28,0.5111225668545608,0.7443831562995911,0.7082180380821228,0.8398918509483337,0.8343576788902283,0.896626353263855,0.7684552073478699,0.7533038854598999,0.7983896732330322,0.2917819917201996,0.20161031186580655,0.4966174066066742
test,inactive_enhancers_vs_inactive_promoters,MCF-7,7,0.1263043248771188,0,28,0.27572869910996506,1,142,0.2366649294348185,0,0,0.02771528539755019,2,28,0.5197122489151201,0.7388182878494263,0.7083452939987183,0.8306429982185364,0.827240526676178,0.8912534713745117,0.7646348476409912,0.7463353872299194,0.7843254804611206,0.2916547060012817,0.2156745195388794,0.4830414950847626
subtrain,inactive_enhancers_vs_inactive_promoters,MCF-7,7,0.1263043248771188,0,28,0.27572869910996506,1,142,0.2366649294348185,0,0,0.02771528539755019,2,28,0.5115585420485381,0.7443530559539795,0.7077739238739014,0.8401991724967957,0.8340161442756653,0.8964465856552124,0.768322229385376,0.7533757090568542,0.7989774942398071,0.29222607612609863,0.20102250576019287,0.4967537820339203
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,7,0.1263043248771188,0,28,0.27572869910996506,1,142,0.2366649294348185,0,0,0.02771528539755019,2,28,0.5079879832791758,0.7462641596794128,0.7185259461402893,0.8348188400268555,0.8364386558532715,0.8977026939392091,0.7723191976547241,0.7531066536903381,0.7876873612403871,0.2814740538597107,0.21231263875961304,0.4964432418346405
train,inactive_enhancers_vs_inactive_promoters,MCF-7,8,0.19878360615830515,0,227,0.0005499117614188309,1,113,0.2936403444013909,0,256,0.16905405182934768,1,227,0.4732829644784823,0.780634880065918,0.8266200423240662,0.8108077645301819,0.8692088723182678,0.9163855910301208,0.8186375498771667,0.7692919373512268,0.7119638323783875,0.17337998747825625,0.28803613781929016,0.5413487553596497
test,inactive_enhancers_vs_inactive_promoters,MCF-7,8,0.19878360615830515,0,227,0.0005499117614188309,1,113,0.2936403444013909,0,256,0.16905405182934768,1,227,0.5087407155517947,0.7520782947540283,0.8023515939712524,0.7876689434051514,0.8397131562232971,0.899240255355835,0.7949424386024475,0.739676833152771,0.6770021319389343,0.1976484060287476,0.3229978680610657,0.4816994369029999
subtrain,inactive_enhancers_vs_inactive_promoters,MCF-7,8,0.19878360615830515,0,227,0.0005499117614188309,1,113,0.2936403444013909,0,256,0.16905405182934768,1,227,0.4735839343169233,0.7812620997428894,0.8284608125686646,0.8105183839797974,0.8691235780715942,0.9162578582763672,0.8193913698196411,0.7696200013160706,0.7107791900634766,0.17153918743133545,0.28922080993652344,0.5424094200134277
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,8,0.19878360615830515,0,227,0.0005499117614188309,1,113,0.2936403444013909,0,256,0.16905405182934768,1,227,0.4722104318194337,0.7798436880111694,0.8222684264183044,0.8124247193336487,0.8694995641708374,0.916864275932312,0.8173169493675232,0.7693783044815063,0.716488242149353,0.17773157358169556,0.28351178765296936,0.5404337644577026
